subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,dem,rep,adjusted_dem,adjusted_rep,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
All polls,1/29/2018,7/2/2017,7/6/2017,Ipsos,A-,1330,rv,0.1257221,0,43.5,35.4,48.2196,39.50501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,49945,79279,7/7/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,7/3/2017,7/4/2017,YouGov,B,1310,rv,0.5363032,0,37,35,42.6619,38.49469,NA,NA,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/o8w3rbul29/econTabReport.pdf,49932,78463,7/5/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,7/3/2017,7/7/2017,Ipsos,A-,1337,rv,0.1262131,0,43.8,34.2,48.5196,38.30501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,49956,79278,7/8/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,7/4/2017,7/8/2017,Ipsos,A-,1357,rv,0.1278036,0,42.8,34.6,47.5196,38.70501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,49955,79277,7/9/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,7/5/2017,7/9/2017,Ipsos,A-,1341,rv,0.125864,0,42.3,33.6,47.0196,37.70501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,49954,79276,7/10/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,7/7/2017,7/9/2017,Morning Consult,NA,1983,rv,0.3308661,0,43,40,47.37654,40.76748,NA,NA,https://morningconsult.com/wp-content/uploads/2017/07/170701_crosstabs_Politico_v1_AP-1-1.pdf,49960,78517,7/10/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,7/6/2017,7/10/2017,Ipsos,A-,1334,rv,0.1246348,0,41.9,33.1,46.6196,37.20501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,49953,79275,7/11/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,7/7/2017,7/11/2017,Ipsos,A-,1306,rv,0.1213176,0,41.9,32.9,46.6196,37.00501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,49967,79274,7/12/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,7/9/2017,7/11/2017,YouGov,B,1274,rv,0.5215986,0,39,32,44.6619,35.49469,NA,NA,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/38eszqtohw/econTabReport.pdf,49958,78515,7/12/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,7/8/2017,7/12/2017,Ipsos,A-,1316,rv,0.1214457,0,40.3,33.6,45.0196,37.70501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,49966,79273,7/13/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,7/9/2017,7/13/2017,Ipsos,A-,1311,rv,0.120166,0,39,33.8,43.7196,37.90501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,49965,79272,7/14/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,7/10/2017,7/14/2017,Ipsos,A-,1275,rv,0.1160725,0,39.5,33.5,44.2196,37.60501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,49984,79271,7/15/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,7/10/2017,7/13/2017,ABC News/Washington Post,A+,859,rv,1.676486,0,52,38,50.00171,37.05136,NA,NA,https://www.washingtonpost.com/politics/ahead-of-midterms-voters-prefer-democrats-even-as-republicans-appear-more-motivated-to-vote/2017/07/19/470441d6-6c01-11e7-96ab-5f38140b38cc_story.html?utm_term=.a531d42d6cc5,49973,78559,7/14/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,7/11/2017,7/15/2017,Ipsos,A-,1246,rv,0.1126525,0,39.6,33.8,44.3196,37.90501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,49983,79270,7/16/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,7/12/2017,7/16/2017,Ipsos,A-,1218,rv,0.1093522,0,39.7,35.5,44.4196,39.60501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,49982,79269,7/17/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,7/13/2017,7/15/2017,Morning Consult,NA,1994,rv,0.3179747,0,42,40,46.37654,40.76748,NA,NA,https://morningconsult.com/wp-content/uploads/2017/07/170705_topline_Politico_v1_TB-2.pdf,49989,78566,7/16/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,7/13/2017,7/17/2017,Ipsos,A-,1194,rv,0.1064371,0,41.9,34.9,46.6196,39.00501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,49981,79268,7/18/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,7/14/2017,7/17/2017,Public Policy Polling,B+,836,rv,1.15264,0,50,40,48.86218,39.78024,NA,NA,http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_71817.pdf,49979,78545,7/18/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,7/14/2017,7/18/2017,Ipsos,A-,1213,rv,0.107351,0,41.9,34.9,46.6196,39.00501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,49997,79267,7/19/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,7/15/2017,7/19/2017,Ipsos,A-,1265,rv,0.1111255,0,39.4,35.7,44.1196,39.80501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,49996,79266,7/20/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,7/15/2017,7/18/2017,YouGov,B,1264,rv,0.5204063,0,40,34,45.6619,37.49469,NA,NA,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/tkeqcl9vz3/econTabReport.pdf,49987,78563,7/19/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,7/16/2017,7/20/2017,Ipsos,A-,1309,rv,0.1141297,0,39.3,35.7,44.0196,39.80501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,49995,79265,7/21/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,7/17/2017,7/21/2017,Ipsos,A-,1332,rv,0.1152662,0,38.1,34.5,42.8196,38.60501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50013,79264,7/22/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,7/18/2017,7/22/2017,Ipsos,A-,1349,rv,0.1158585,0,37.8,33.5,42.5196,37.60501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50012,79263,7/23/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,7/19/2017,7/23/2017,Ipsos,A-,1296,rv,0.110467,0,37.7,34.9,42.4196,39.00501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50011,79262,7/24/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,7/20/2017,7/24/2017,Morning Consult,NA,3981,rv,0.6016855,0,40,40,44.37654,40.76748,NA,NA,https://morningconsult.com/wp-content/uploads/2017/07/170708_crosstabs_Politico_v1_TB.pdf,50008,78609,7/25/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,7/20/2017,7/24/2017,Ipsos,A-,1276,rv,0.1079413,0,40.7,34,45.4196,38.10501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50010,79261,7/25/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,7/21/2017,7/25/2017,Ipsos,A-,1265,rv,0.1062037,0,40.7,33.9,45.4196,38.00501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50024,79260,7/26/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,7/23/2017,7/25/2017,YouGov,B,1270,rv,0.5216153,0,40,34,45.6619,37.49469,NA,NA,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/u4wgpax6ng/econTabReport.pdf,50014,78608,7/26/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,7/22/2017,7/26/2017,Ipsos,A-,1241,rv,0.1033989,0,43.1,33.1,47.8196,37.20501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50023,79259,7/27/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,7/23/2017,7/27/2017,Ipsos,A-,1804,rv,0.1491376,0,42.5,34,47.2196,38.10501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50022,79258,7/28/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,7/24/2017,7/28/2017,Ipsos,A-,2835,rv,0.2326127,0,43.9,32.4,48.6196,36.50501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50038,79257,7/29/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,7/21/2017,7/31/2017,Gravis Marketing,B-,1917,a,1.506041,0,46,40,46.05688,39.19309,NA,NA,http://orlando-politics.com/2017/08/11/new-poll-donald-trump-twice-as-popular-as-mitch-mcconnell/amp/,50080,78710,8/1/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,7/25/2017,7/29/2017,Ipsos,A-,3119,rv,0.2543369,0,42.9,32.6,47.6196,36.70501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50037,79256,7/30/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,7/26/2017,7/30/2017,Ipsos,A-,3128,rv,0.2538737,0,42.8,32.4,47.5196,36.50501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50036,79255,7/31/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,7/27/2017,7/29/2017,Morning Consult,NA,1972,rv,0.3112048,0,44,37,48.37654,37.76748,NA,NA,http://www.politico.com/f/?id=0000015d-9a1e-da7a-a5df-dbbe5f4a0001,50032,78647,7/30/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,7/27/2017,7/31/2017,Ipsos,A-,3178,rv,0.2570711,0,42.3,33.3,47.0196,37.40501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50035,79254,8/1/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,7/27/2017,8/1/2017,Quinnipiac University,A-,1125,rv,1.245357,0,52,38,49.75106,38.11125,NA,NA,https://poll.qu.edu/national/release-detail?ReleaseID=2477,50042,78651,8/2/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,7/28/2017,8/1/2017,Ipsos,A-,2614,rv,0.2110743,0,42.5,33.4,47.2196,37.50501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50052,79253,8/2/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,7/29/2017,8/2/2017,Ipsos,A-,1685,rv,0.1359641,0,40.8,34,45.5196,38.10501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50051,79252,8/3/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,7/30/2017,8/3/2017,Ipsos,A-,1372,rv,0.1106403,0,39.6,34.4,44.3196,38.50501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50050,79251,8/4/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,7/31/2017,8/1/2017,YouGov,B,1329,rv,0.539368,0,39,34,44.6619,37.49469,NA,NA,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/tn9k94h20u/econTabReport.pdf,50040,78646,8/2/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,7/31/2017,8/4/2017,Ipsos,A-,1372,rv,0.110556,0,40.2,35.4,44.9196,39.50501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50063,79250,8/5/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,8/1/2017,8/5/2017,Ipsos,A-,1340,rv,0.1078864,0,42,34.1,46.7196,38.20501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50062,79249,8/6/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,8/2/2017,8/6/2017,Ipsos,A-,1343,rv,0.1080392,0,42.4,32.4,47.1196,36.50501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50061,79248,8/7/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,8/3/2017,8/7/2017,Ipsos,A-,1354,rv,0.1088537,0,42.4,33,47.1196,37.10501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50060,79247,8/8/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,8/3/2017,8/6/2017,CNN/SSRS,NA,921,rv,1.35025,0,51,42,48.5784,40.57474,NA,NA,http://i2.cdn.turner.com/cnn/2017/images/08/10/poll.toplines.pdf,50056,78692,8/7/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,8/3/2017,8/6/2017,Morning Consult,NA,1992,rv,0.3336061,0,43,36,47.37654,36.76748,NA,NA,http://www.politico.com/f/?id=0000015d-c4ae-d494-a77f-e6be72bd0000,50065,78683,8/7/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,8/4/2017,8/8/2017,Ipsos,A-,1431,rv,0.1149692,0,45,33.3,49.7196,37.40501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50076,79246,8/9/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,8/5/2017,8/9/2017,Ipsos,A-,1447,rv,0.1161902,0,44.2,33.2,48.9196,37.30501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50075,79245,8/10/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,8/6/2017,8/8/2017,YouGov,B,1303,rv,0.5273918,0,39,34,44.6619,37.49469,NA,NA,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/7421rdkvgi/econToplines.pdf,50066,78688,8/9/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,8/6/2017,8/10/2017,Ipsos,A-,1473,rv,0.1182291,0,42.6,33.4,47.3196,37.50501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50074,79244,8/11/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,8/7/2017,8/11/2017,Ipsos,A-,1515,rv,0.1215491,0,42.4,34.2,47.1196,38.30501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50089,79243,8/12/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,8/8/2017,8/12/2017,Marist College,A,883,rv,1.672396,0,47,40,47.07194,40.29712,NA,NA,http://maristpoll.marist.edu/wp-content/misc/usapolls/us170809/Marist%20Poll_Nature%20of%20the%20Sample%20and%20Tables_August%202017.pdf,50091,78726,8/13/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,8/8/2017,8/12/2017,Ipsos,A-,1455,rv,0.1166743,0,42.2,33.5,46.9196,37.60501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50088,79242,8/13/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,8/9/2017,8/13/2017,Ipsos,A-,1394,rv,0.1117286,0,42,32.9,46.7196,37.00501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50087,79241,8/14/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,8/9/2017,8/15/2017,Quinnipiac University,A-,1361,rv,1.320788,0,50,40,47.75106,40.11125,NA,NA,https://poll.qu.edu/images/polling/us/us08172017_Ucva52n.pdf/,50099,78739,8/16/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,8/10/2017,8/14/2017,Ipsos,A-,1372,rv,0.1099146,0,43.3,32,48.0196,36.10501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50086,79240,8/15/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,8/10/2017,8/14/2017,Morning Consult,NA,1997,rv,0.3539029,0,40,38,44.37654,38.76748,NA,NA,https://morningconsult.com/wp-content/uploads/2017/08/170806_crosstabs_Politico_v2_TB.pdf,50098,78737,8/15/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,8/11/2017,8/15/2017,Ipsos,A-,1362,rv,0.1090639,0,43.2,31.7,47.9196,35.80501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50105,79239,8/16/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,8/13/2017,8/15/2017,YouGov,B,1282,rv,0.5198059,0,41,33,46.6619,36.49469,NA,NA,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/9h2c1c3new/econTabReport.pdf,50095,78732,8/16/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,8/12/2017,8/16/2017,Ipsos,A-,1685,rv,0.1348717,0,43.8,30.6,48.5196,34.70501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50104,79238,8/17/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,8/13/2017,8/17/2017,Ipsos,A-,1945,rv,0.1556621,0,43.6,31.7,48.3196,35.80501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50103,79237,8/18/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,8/13/2017,8/17/2017,Lake/Tarrance,NA,1000,rv,1.244805,0,46,40,46.31778,39.30766,NA,NA,https://mediarelations.gwu.edu/sites/mediarelations.gwu.edu/files/GWBattlegroundPoll62-questionnaire.pdf,50128,80145,8/18/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,8/14/2017,8/18/2017,Ipsos,A-,2276,rv,0.182191,0,41.8,32.2,46.5196,36.30501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50120,79236,8/19/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,8/15/2017,8/19/2017,Ipsos,A-,2595,rv,0.2078163,0,41.4,33.1,46.1196,37.20501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50119,79235,8/20/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,8/17/2017,8/19/2017,Morning Consult,NA,1987,rv,0.3552687,0,41,36,45.37654,36.76748,NA,NA,http://www.politico.com/f/?id=0000015e-0bfc-d354-abfe-abfe66d70000,50122,78774,8/20/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,8/16/2017,8/20/2017,Ipsos,A-,2829,rv,0.2267598,0,41.8,33,46.5196,37.10501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50118,79234,8/21/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,8/17/2017,8/21/2017,Ipsos,A-,2491,rv,0.1999956,0,40.7,33.8,45.4196,37.90501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50117,79233,8/22/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,8/17/2017,8/22/2017,Quinnipiac University,A-,1514,rv,1.504329,0,50,38,47.75106,38.11125,NA,NA,https://poll.qu.edu/images/polling/us/us08242017_Ua27nbp.pdf/,50126,78782,8/23/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,8/18/2017,8/22/2017,Ipsos,A-,2264,rv,0.1821516,0,40.3,33.9,45.0196,38.00501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50136,79232,8/23/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,8/18/2017,8/21/2017,Public Policy Polling,B+,887,rv,1.196484,0,49,35,47.86218,34.78024,NA,NA,http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_82317.pdf,50124,78776,8/22/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,8/20/2017,8/22/2017,YouGov,B,1316,rv,0.5338244,0,39,33,44.6619,36.49469,NA,NA,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/6q36eat3uv/econTabReport.pdf,50123,78773,8/23/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,8/19/2017,8/23/2017,Ipsos,A-,2005,rv,0.1617241,0,41,33.9,45.7196,38.00501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50135,79231,8/24/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,8/20/2017,8/24/2017,Ipsos,A-,1732,rv,0.1401421,0,40.9,33.8,45.6196,37.90501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50134,79230,8/25/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,8/21/2017,8/25/2017,Ipsos,A-,1612,rv,0.1308991,0,42.4,33.7,47.1196,37.80501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50148,79229,8/26/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,8/22/2017,8/26/2017,Ipsos,A-,1352,rv,0.1102176,0,42.6,33.9,47.3196,38.00501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50147,79228,8/27/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,8/23/2017,8/27/2017,Ipsos,A-,1065,rv,0.0871681,0,43.5,32.5,48.2196,36.60501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50146,79227,8/28/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,8/24/2017,8/28/2017,Morning Consult,NA,1999,rv,0.3640934,0,40,36,44.37654,36.76748,NA,NA,https://morningconsult.com/wp-content/uploads/2017/08/170814_crosstabs_Politico_v1_TB-1.pdf,50150,78816,8/29/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,8/24/2017,8/28/2017,McLaughlin & Associates,C-,1000,lv,0.8561391,0,44.2,44.2,46.33702,41.72527,NA,NA,http://mclaughlinonline.com/2017/11/16/ma-national-survey-results-11-14-17/,50463,79638,8/29/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,8/24/2017,8/28/2017,Ipsos,A-,1513,rv,0.1242988,0,41.3,35,46.0196,39.10501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50145,79226,8/29/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,8/25/2017,8/29/2017,Ipsos,A-,1480,rv,0.122076,0,40.5,33.8,45.2196,37.90501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50162,79225,8/30/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,8/26/2017,8/30/2017,Ipsos,A-,1397,rv,0.1157145,0,38.4,35.4,43.1196,39.50501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50161,79224,8/31/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,8/27/2017,8/29/2017,YouGov,B,1278,rv,0.5218655,0,40,32,45.6619,35.49469,NA,NA,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/3cpxyte95h/econToplines.pdf,50151,78818,8/30/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,8/27/2017,8/31/2017,Ipsos,A-,1717,rv,0.1428232,0,38.7,36,43.4196,40.10501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50160,79223,9/1/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,8/28/2017,9/1/2017,Ipsos,A-,1999,rv,0.1670554,0,39.8,35.7,44.5196,39.80501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50174,79222,9/2/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,8/29/2017,9/2/2017,Ipsos,A-,1530,rv,0.1285546,0,40.9,36,45.6196,40.10501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50173,79221,9/3/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,8/30/2017,9/3/2017,Ipsos,A-,1468,rv,0.1240387,0,41,37.1,45.7196,41.20501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50172,79220,9/4/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,8/31/2017,9/3/2017,Morning Consult,NA,1993,rv,0.3662867,0,43,38,47.37654,38.76748,NA,NA,https://morningconsult.com/wp-content/uploads/2017/09/170817_crosstabs_Politico_v1_TB-1.pdf,50170,78854,9/4/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,8/31/2017,9/4/2017,Ipsos,A-,1461,rv,0.1241632,0,41.2,36.5,45.9196,40.60501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50171,79219,9/5/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,9/1/2017,9/5/2017,Ipsos,A-,1399,rv,0.1196053,0,41.3,35.6,46.0196,39.70501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50185,79218,9/6/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,9/3/2017,9/5/2017,YouGov,B,1303,rv,0.5322662,0,39,33,44.6619,36.49469,NA,NA,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/yxup54e0o1/econTabReport.pdf,50176,78852,9/6/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,9/2/2017,9/6/2017,Ipsos,A-,1401,rv,0.12041,0,39.5,37.5,44.2196,41.60501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50184,79217,9/7/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,9/3/2017,9/7/2017,Ipsos,A-,1378,rv,0.1189473,0,40.1,37,44.8196,41.10501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50183,79216,9/8/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,9/4/2017,9/8/2017,Ipsos,A-,1436,rv,0.1243384,0,39.9,36.7,44.6196,40.80501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50197,79215,9/9/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,9/5/2017,9/9/2017,Ipsos,A-,1419,rv,0.1230711,0,39.7,36.6,44.4196,40.70501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50196,79214,9/10/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,9/6/2017,9/10/2017,Ipsos,A-,1407,rv,0.1220322,0,40.7,35,45.4196,39.10501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50195,79213,9/11/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,9/7/2017,9/11/2017,Ipsos,A-,1416,rv,0.1226946,0,42.3,33.4,47.0196,37.50501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50194,79212,9/12/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,9/7/2017,9/11/2017,Morning Consult,NA,1976,rv,0.3611723,0,40,37,44.37654,37.76748,NA,NA,http://www.politico.com/f/?id=0000015e-784f-dad5-a77f-7cef00960000,50198,78884,9/12/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,9/8/2017,9/12/2017,Ipsos,A-,1417,rv,0.1225742,0,43,32.6,47.7196,36.70501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50210,79211,9/13/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,9/9/2017,9/13/2017,Ipsos,A-,1416,rv,0.1222223,0,43.9,32.5,48.6196,36.60501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50209,79210,9/14/2017,11:55:09 29 Jan 2018
